,index,이름,제조회사,모델명,세부모델,가격,배기량,연식,색상,주행거리,변속기,연료,차종,압류/저당,구동방식,사고유무,전손이력,생산지,신차가격,감가상각률,감가상각액(1년),2023년(예상),2024년(예상),2025년(예상),2026년(예상),2027년(예상),2028년(예상),2029년(예상),2030년(예상),현재가_감가율적용,1년후_감가율적용,2년후_감가율적용,3년후_감가율적용,4년후_감가율적용,5년후_감가율적용,현재가치_잔존가치,1년후_잔존가치,2년후_잔존가치,3년후_잔존가치,4년후_잔존가치,5년후_잔존가치,현재가치_판매이득가치,1년후_판매이득가치,2년후_판매이득가치,3년후_판매이득가치,4년후_판매이득가치,5년후_판매이득가치
2587,2587,현대 포터2 일렉트릭 초장축 슈퍼캡 프리미엄 스페셜,현대,포터,포터2 일렉트릭,2690,0,2021,흰색,1714,자동,전기,화물차,0,후륜,0,0,국산차,4100,7.8,320,2370,2050,1730,1410,1090,770,450,130,3780,3460,3140,2820,2500,2180,2751,2448,2091,1747,1464,1222,1029,1012,1049,1073,1036,958
2588,2588,포르쉐 박스터 S 3.4 981,포르쉐,박스터,박스터,5890,3436,2013,검정색,63158,자동,휘발유,스포츠카,0,후륜,1,0,외제차,13180,6.2,817,5073,4256,3439,2622,1805,988,171,0,12363,11546,10729,9912,9095,8278,9608,7974,6590,5430,4481,3704,2755,3572,4139,4482,4614,4574
2591,2591,기아 K5 하이브리드 프레스티지,기아,K5,K5 하이브리드 (11~15년),1250,1999,2013,흰색,85044,자동,하이브리드,중형차,0,전륜,0,0,국산차,3000,9.8,294,956,662,368,74,0,0,0,0,2706,2412,2118,1824,1530,1236,2175,1842,1554,1311,1104,933,531,570,564,513,426,303
2628,2628,크라이슬러 더 뉴 300C 3.6,크라이슬러,300C,300C 2세대,1690,3604,2015,검정색,76219,자동,휘발유,대형차,0,후륜,0,0,외제차,5770,9.2,531,1159,628,97,0,0,0,0,0,5239,4708,4177,3646,3115,2584,4206,3491,2885,2377,1962,1621,1033,1217,1292,1269,1153,963
2632,2632,아우디 Q5 (FY) 가솔린 4WD 45 TFSI 콰트로 프리미엄,아우디,Q5,Q5 2세대,6550,1984,2021,흰색,7941,자동,휘발유,SUV,0,4륜,0,0,외제차,7000,8.9,623,5927,5304,4681,4058,3435,2812,2189,1566,6377,5754,5131,4508,3885,3262,5103,4235,3500,2884,2380,1967,1274,1519,1631,1624,1505,1295
2691,2691,현대 투싼 (4세대) 1.6 터보 모던,현대,투싼,디 올 뉴 투싼,2890,1598,2022,흰색,9393,자동,휘발유,SUV,0,전륜,0,0,국산차,3000,8.8,264,2626,2362,2098,1834,1570,1306,1042,778,2736,2472,2208,1944,1680,1416,2175,1842,1554,1311,1104,933,561,630,654,633,576,483
2716,2716,기아 뉴오피러스 GH270 고급형 기본형,기아,오피러스,뉴 오피러스 (06~09년),530,2656,2008,검정색,47710,자동,휘발유,대형차,0,전륜,0,0,국산차,4000,7,280,250,0,0,0,0,0,0,0,3720,3440,3160,2880,2600,2320,2900,2456,2072,1748,1472,1244,820,984,1088,1132,1128,1076
2747,2747,재규어 F-TYPE P300 쿠페 X152,재규어,F타입,F타입,5450,1997,2019,검정색,20671,자동,휘발유,스포츠카,0,후륜,0,0,외제차,15080,11.4,1719,3731,2012,293,0,0,0,0,0,13361,11642,9923,8204,6485,4766,10993,9123,7540,6213,5127,4237,2368,2519,2383,1991,1358,529
2775,2775,르노삼성 더 뉴 QM6 LPG 2WD(일반인판매용) 2.0 LPe RE 시그니쳐,르노삼성,QM6,더 뉴 QM6,2550,1998,2020,쥐색,17320,자동,LPG,SUV,0,전륜,0,0,국산차,3000,13.3,399,2151,1752,1353,954,555,156,0,0,2601,2202,1803,1404,1005,606,2175,1842,1554,1311,1104,933,426,360,249,93,0,0
2785,2785,캐딜락 CT6 2.0 터보,캐딜락,CT6,CT6,3470,1998,2018,검정색,50128,자동,휘발유,대형차,0,후륜,0,0,외제차,8837,14.2,1255,2215,960,0,0,0,0,0,0,7582,6327,5072,3817,2562,1307,6442,5346,4419,3641,3005,2483,1140,981,653,176,0,0
2927,2927,르노삼성 뉴QM5 디젤 2WD RE,르노삼성,QM5,뉴 QM5,720,1995,2012,은색,114952,자동,경유,SUV,0,전륜,0,0,국산차,3000,7.5,225,495,270,45,0,0,0,0,0,2775,2550,2325,2100,1875,1650,2175,1842,1554,1311,1104,933,600,708,771,789,771,717
2930,2930,현대 더 뉴 아이오닉 일렉트릭 N,현대,아이오닉,더 뉴 아이오닉 일렉트릭,2720,0,2020,흰색,35360,자동,전기,준중형차,0,전륜,0,0,국산차,4300,6.9,297,2423,2126,1829,1532,1235,938,641,344,4003,3706,3409,3112,2815,2518,3118,2640,2227,1879,1582,1337,885,1066,1182,1233,1233,1181
2931,2931,기아 포르테 쿱 1.6 GDI 프레스티지,기아,포르테,포르테 쿱 (09~13년),750,1591,2011,쥐색,49853,자동,휘발유,스포츠카,0,전륜,0,0,국산차,2000,6.9,138,612,474,336,198,60,0,0,0,1862,1724,1586,1448,1310,1172,1450,1228,1036,874,736,622,412,496,550,574,574,550
3056,3056,혼다 어코드 10세대 1.5 터보,혼다,어코드,어코드 10세대,2680,1498,2019,흰색,48449,자동,휘발유,중형차,0,전륜,0,0,외제차,3800,7.5,285,2395,2110,1825,1540,1255,970,685,400,3515,3230,2945,2660,2375,2090,2770,2299,1900,1566,1292,1068,745,931,1045,1094,1083,1022
3085,3085,BMW X5 (G05) 가솔린+전기 4WD xDrive 45e M 스포츠,BMW,X5,X5 4세대 (19년~현재),11200,2998,2021,흰색,16270,자동,하이브리드,SUV,0,4륜,0,0,외제차,11000,9.3,1023,10177,9154,8131,7108,6085,5062,4039,3016,9977,8954,7931,6908,5885,4862,8019,6655,5500,4532,3740,3091,1958,2299,2431,2376,2145,1771
3090,3090,현대 넥쏘 프리미엄,현대,넥쏘,넥쏘,3260,0,2020,갈색,12300,자동,수소전기,SUV,0,전륜,0,0,국산차,6800,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
3140,3140,닷지 램픽업 5.7,닷지,램픽업,램픽업,7450,5654,2019,자주색,23949,자동,휘발유,화물차,0,4륜,0,0,외제차,28800,24.7,7114,336,0,0,0,0,0,0,0,21686,14572,7458,0,0,0,19325,17194,14688,12269,10282,8582,2361,0,0,0,0,0
3172,3172,벤츠 CLS-클래스 C257 CLS400d 4MATIC AMG Line,벤츠,CLS클래스,CLS클래스 3세대,7400,2925,2019,검정색,34346,자동,경유,중형차,0,4륜,0,0,외제차,11160,9.6,1071,6329,5258,4187,3116,2045,974,0,0,10089,9018,7947,6876,5805,4734,8136,6752,5580,4598,3794,3136,1953,2266,2367,2278,2011,1598
3191,3191,현대 아반떼 하이브리드 (CN7) 인스퍼레이션,현대,아반떼,아반떼 CN7 하이브리드,2870,1580,2021,빨간색,8043,자동,하이브리드,준중형차,0,전륜,0,0,국산차,1800,7.3,131,2739,2608,2477,2346,2215,2084,1953,1822,1669,1538,1407,1276,1145,1014,1305,1105,932,787,662,560,364,433,475,489,483,454
3210,3210,폭스바겐 T-Roc 2.0 디젤 스타일,폭스바겐,TRoc,티록,2560,1968,2021,빨간색,8351,자동,경유,SUV,0,전륜,0,0,외제차,3500,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
3214,3214,볼보 S90 B6 AWD 인스크립션,볼보,S90,S90 2세대,6930,1969,2021,검정색,17885,자동,휘발유,대형차,0,4륜,0,0,외제차,6890,10.4,717,6213,5496,4779,4062,3345,2628,1911,1194,6173,5456,4739,4022,3305,2588,5023,4168,3445,2839,2343,1936,1150,1288,1294,1183,962,652
3236,3236,기아 K5 하이브리드 2세대 노블레스 스페셜,기아,K5,K5 하이브리드 2세대 (15~18년),1690,1999,2016,청색,111683,자동,하이브리드,중형차,0,전륜,0,0,국산차,3500,9.8,343,1347,1004,661,318,0,0,0,0,3157,2814,2471,2128,1785,1442,2538,2149,1813,1530,1288,1089,619,665,658,598,497,353
3250,3250,랜드로버 디스커버리 스포츠 2.0 TD4 SE (150마력),랜드로버,디스커버리 스포츠,디스커버리 스포츠,3470,1999,2019,흰색,50942,자동,경유,SUV,0,4륜,0,0,외제차,6500,11.6,754,2716,1962,1208,454,0,0,0,0,5746,4992,4238,3484,2730,1976,4739,3933,3250,2678,2210,1827,1007,1059,988,806,520,149
3308,3308,BMW 2시리즈 그란쿠페 (F44) 디젤 2WD 220d M 스포츠,BMW,2시리즈,2시리즈 그란 쿠페,3790,1995,2020,쥐색,27353,자동,경유,소형차,0,전륜,0,0,외제차,4210,10,421,3369,2948,2527,2106,1685,1264,843,422,3789,3368,2947,2526,2105,1684,3069,2547,2105,1735,1431,1183,720,821,842,791,674,501
3360,3360,혼다 시빅 1.8 EX 9세대,혼다,시빅,시빅 9세대,970,1798,2013,흰색,114312,자동,휘발유,준중형차,0,전륜,0,0,외제차,3150,9.2,290,680,390,100,0,0,0,0,0,2860,2570,2280,1990,1700,1410,2296,1906,1575,1298,1071,885,564,664,705,692,629,525
3400,3400,캐딜락 XT5 3.6 플래티넘 AWD,캐딜락,XT5,XT5,4130,3649,2019,검정색,35403,자동,휘발유,SUV,0,4륜,0,0,외제차,6793,13.9,944,3186,2242,1298,354,0,0,0,0,5849,4905,3961,3017,2073,1129,4952,4110,3397,2799,2310,1909,897,795,564,218,0,0
3418,3418,혼다 올뉴어코드 2.4 9세대,혼다,어코드,어코드 9세대,1470,2356,2016,쥐색,65437,자동,휘발유,중형차,0,전륜,1,0,외제차,3800,7.5,285,1185,900,615,330,45,0,0,0,3515,3230,2945,2660,2375,2090,2770,2299,1900,1566,1292,1068,745,931,1045,1094,1083,1022
3511,3511,쉐보레(GM대우) 뉴 라보 접이식탑차 롱카고,쉐보레,라보,뉴 라보,950,796,2021,흰색,406,수동,LPG,화물차,0,후륜,0,0,국산차,860,7.1,61,889,828,767,706,645,584,523,462,799,738,677,616,555,494,577,513,439,366,307,256,222,225,238,250,248,238
3569,3569,르노삼성 뉴 마스터 디젤 2.3 버스 15인승,르노삼성,마스터,뉴 마스터,3850,2299,2020,은색,7752,수동,경유,SUV,0,전륜,1,0,국산차,3000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
3573,3573,르노삼성 SM5 뉴 임프레션 LE 익스클루시브,르노삼성,SM5,SM5 뉴 임프레션,520,1998,2010,은색,60660,자동,휘발유,중형차,0,전륜,0,0,국산차,2300,8.9,205,315,110,0,0,0,0,0,0,2095,1890,1685,1480,1275,1070,1668,1412,1191,1005,846,715,427,478,494,475,429,355
3577,3577,지프 랭글러 (JK) 3.6 사하라 4도어,지프,랭글러,랭글러 3세대,3650,3604,2017,흰색,61687,자동,휘발유,SUV,0,4륜,0,0,외제차,5290,5.7,302,3348,3046,2744,2442,2140,1838,1536,1234,4988,4686,4384,4082,3780,3478,3856,3200,2645,2179,1799,1486,1132,1486,1739,1903,1981,1992
3582,3582,시트로엥 C5 에어크로스 1.5 BlueHID 샤인,시트로엥,C5,C5 에어크로스,2550,1499,2019,흰색,58966,자동,경유,SUV,0,전륜,0,0,외제차,4300,11.5,495,2055,1560,1065,570,75,0,0,0,3805,3310,2815,2320,1825,1330,3135,2602,2150,1772,1462,1208,670,708,665,548,363,122
3602,3602,포드 포커스 1.5 디젤 티타늄 해치백 3세대,포드,포커스,포커스,1250,1499,2016,쥐색,59159,자동,경유,준중형차,0,전륜,0,0,외제차,3460,10.6,367,883,516,149,0,0,0,0,0,3093,2726,2359,1992,1625,1258,2522,2093,1730,1426,1176,972,571,633,629,566,449,286
3620,3620,렉서스 RX450h 4세대 슈프림,렉서스,RX,RX 4세대,6450,3456,2020,연금색,32565,자동,하이브리드,SUV,0,전륜,0,0,외제차,9000,12.4,1116,5334,4218,3102,1986,870,0,0,0,7884,6768,5652,4536,3420,2304,6561,5445,4500,3708,3060,2529,1323,1323,1152,828,360,0
3678,3678,볼보 V90 크로스컨트리 D5 프로 AWD,볼보,V90,V90 크로스컨트리,4930,1969,2018,쥐색,54863,자동,경유,대형차,0,4륜,0,0,외제차,7240,8.6,623,4307,3684,3061,2438,1815,1192,569,0,6617,5994,5371,4748,4125,3502,5278,4380,3620,2983,2462,2034,1339,1614,1751,1765,1663,1468
3688,3688,현대 더 뉴 벨로스터 1.6 PYL,현대,벨로스터,더 뉴 벨로스터,1240,1591,2017,노란색,33080,자동,휘발유,준중형차,0,전륜,1,0,국산차,2400,8.5,204,1036,832,628,424,220,16,0,0,2196,1992,1788,1584,1380,1176,1740,1474,1243,1049,883,746,456,518,545,535,497,430
3798,3798,벤츠 뉴 SLK-클래스 200 블루이피션시 R172,벤츠,SLK클래스,SLK클래스 3세대,2690,1796,2014,흰색,65289,자동,휘발유,스포츠카,0,후륜,0,0,외제차,8290,8.1,671,2019,1348,677,6,0,0,0,0,7619,6948,6277,5606,4935,4264,6043,5015,4145,3415,2819,2329,1576,1933,2132,2191,2116,1935
3819,3819,포르쉐 타이칸 4S,포르쉐,타이칸,타이칸,18450,0,2021,흰색,8729,자동,전기,스포츠카,0,4륜,0,0,외제차,19000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
3829,3829,BMW X2 (F39) 가솔린 4WD xDrive20i M 스포츠,BMW,X2,X2 (18년~현재),4150,1998,2020,쥐색,15505,자동,휘발유,SUV,0,4륜,0,0,외제차,5500,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
3878,3878,벤츠 GLB-클래스 GLB200d,벤츠,GLB클래스,GLB클래스,5580,1950,2021,흰색,9205,자동,경유,SUV,0,전륜,0,0,외제차,6210,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
3910,3910,렉서스 ES300h 7세대 럭셔리 플러스,렉서스,ES,ES 7세대,4890,2487,2019,검정색,46369,자동,하이브리드,중형차,0,전륜,0,0,외제차,6000,8.5,510,4380,3870,3360,2850,2340,1830,1320,810,5490,4980,4470,3960,3450,2940,4374,3630,3000,2472,2040,1686,1116,1350,1470,1488,1410,1254
3921,3921,현대 포레스트 엔트리,현대,포레스트,포레스트,3990,2497,2021,흰색,319,자동,경유,SUV,0,전륜,1,0,국산차,6000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
3928,3928,벤츠 S-클래스 W223 가솔린 4WD S450L 4MATIC,벤츠,S클래스,S클래스 7세대,17900,2999,2022,검정색,8240,자동,휘발유,대형차,0,4륜,0,0,외제차,18300,9.7,1775,16125,14350,12575,10800,9025,7250,5475,3700,16525,14750,12975,11200,9425,7650,13341,11072,9150,7540,6222,5142,3184,3678,3825,3660,3203,2508
3930,3930,벤츠 GLK-클래스 X204 GLK220 CDI 블루이피션시,벤츠,GLK클래스,GLK클래스,1780,2143,2012,은색,102219,자동,경유,SUV,0,4륜,0,0,외제차,6190,7.5,464,1316,852,388,0,0,0,0,0,5726,5262,4798,4334,3870,3406,4513,3745,3095,2550,2105,1739,1213,1517,1703,1784,1765,1667
3936,3936,푸조 2008 1.6 e-HDi 펠린 L,푸조,2008,2008,990,1560,2016,흰색,65450,자동,경유,SUV,0,전륜,1,0,외제차,3113,11.4,355,635,280,0,0,0,0,0,0,2758,2403,2048,1693,1338,983,2269,1883,1557,1283,1058,875,489,520,491,410,280,108
3943,3943,미니 쿠퍼 클럽맨(1세대) 쿠퍼 SD 하이드 박,미니,클럽맨,쿠퍼 클럽맨 1세대,1330,1995,2013,진주색,131999,자동,경유,소형차,0,전륜,0,0,외제차,4240,10.2,432,898,466,34,0,0,0,0,0,3808,3376,2944,2512,2080,1648,3091,2565,2120,1747,1442,1191,717,811,824,765,638,457
3971,3971,현대 아이오닉 5 롱레인지 프레스티지,현대,아이오닉5,아이오닉5,5250,0,2022,흰색,11677,자동,전기,SUV,0,후륜,0,0,국산차,5300,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
3989,3989,닛산 쥬크 1.6 SV F15,닛산,쥬크,쥬크,1050,1618,2014,흰색,88502,자동,휘발유,SUV,0,전륜,0,0,외제차,2800,7.8,218,832,614,396,178,0,0,0,0,2582,2364,2146,1928,1710,1492,2041,1694,1400,1154,952,787,541,670,746,774,758,705
4035,4035,폭스바겐 시로코 2.0 TDI R-Line,폭스바겐,시로코,시로코 3세대,1750,1968,2014,검정색,66974,자동,경유,소형차,0,전륜,0,0,외제차,4271,7.6,325,1425,1100,775,450,125,0,0,0,3946,3621,3296,2971,2646,2321,3114,2584,2136,1760,1452,1200,832,1037,1160,1211,1194,1121
4051,4051,BMW M5 (F90) 세단 컴페티션,BMW,M5,M5 6세대 (18년~현재),11900,4395,2022,검정색,5192,자동,휘발유,스포츠카,0,4륜,1,0,외제차,17000,15.1,2567,9333,6766,4199,1632,0,0,0,0,14433,11866,9299,6732,4165,1598,12393,10285,8500,7004,5780,4777,2040,1581,799,0,0,0
4066,4066,포르쉐 파나메라 (971) 3.0 AWD,포르쉐,파나메라,파나메라 2세대,12950,2995,2018,쥐색,62364,자동,휘발유,대형차,0,4륜,0,0,외제차,15140,6.1,924,12026,11102,10178,9254,8330,7406,6482,5558,14216,13292,12368,11444,10520,9596,11037,9160,7570,6238,5148,4254,3179,4132,4798,5206,5372,5342
4150,4150,인피니티 QX60 3.5 AWD,인피니티,QX60,QX60,1930,3498,2015,쥐색,97888,자동,휘발유,SUV,0,4륜,0,0,외제차,6000,9.2,552,1378,826,274,0,0,0,0,0,5448,4896,4344,3792,3240,2688,4374,3630,3000,2472,2040,1686,1074,1266,1344,1320,1200,1002
4153,4153,재규어 E-PACE P250 S,재규어,EPACE,EPACE,2950,1998,2018,흰색,47140,자동,휘발유,SUV,0,4륜,0,0,외제차,6470,14,906,2044,1138,232,0,0,0,0,0,5564,4658,3752,2846,1940,1034,4717,3914,3235,2666,2200,1818,847,744,517,180,0,0
4156,4156,도요타 RAV4 2.5 4WD 4세대,도요타,RAV4,RAV4 4세대,1990,2494,2014,쥐색,29955,자동,휘발유,SUV,0,4륜,1,0,외제차,3750,6.5,244,1746,1502,1258,1014,770,526,282,38,3506,3262,3018,2774,2530,2286,2734,2269,1875,1545,1275,1054,772,993,1143,1229,1255,1232
4160,4160,미니 쿠퍼 컨버터블(3세대) S 기본형,미니,컨버터블,쿠퍼 컨버터블 3세대,4520,1998,2021,기타색,7857,자동,휘발유,소형차,0,전륜,0,0,외제차,5520,10.9,602,3918,3316,2714,2112,1510,908,306,0,4918,4316,3714,3112,2510,1908,4024,3340,2760,2274,1877,1551,894,976,954,838,633,357
4252,4252,르노코리아(삼성) 뉴 QM6 LPG 2.0 (일반인 판매용) LE,르노삼성,QM6,뉴 QM6,2450,1998,2021,흰색,13652,자동,LPG,SUV,0,전륜,0,0,국산차,3500,13.3,466,1984,1518,1052,586,120,0,0,0,3034,2568,2102,1636,1170,704,2538,2149,1813,1530,1288,1089,496,419,289,106,0,0
4340,4340,르노코리아(삼성) 더 뉴 SM6 가솔린 터보 1.8 프리미에르,르노삼성,SM6,더 뉴 SM6,3090,1798,2021,흰색,23871,자동,휘발유,중형차,0,전륜,0,0,국산차,3000,13.5,405,2685,2280,1875,1470,1065,660,255,0,2595,2190,1785,1380,975,570,2175,1842,1554,1311,1104,933,420,348,231,69,0,0
4563,4563,링컨 뉴 MKS 3.7,링컨,MKS,MKS,1350,3726,2014,은색,53540,자동,휘발유,대형차,0,전륜,0,0,외제차,5700,9.4,536,814,278,0,0,0,0,0,0,5164,4628,4092,3556,3020,2484,4155,3449,2850,2348,1938,1602,1009,1179,1242,1208,1082,882
4629,4629,BMW M4 (F82) M4 쿠페,BMW,M4,M4 1세대 (14년~현재),4650,2979,2015,기타색,51650,자동,휘발유,스포츠카,0,후륜,0,0,외제차,11810,8.7,1027,3623,2596,1569,542,0,0,0,0,10783,9756,8729,7702,6675,5648,8609,7145,5905,4866,4015,3319,2174,2611,2824,2836,2660,2329
4739,4739,랜드로버 레인지로버 이보크 2.0 TD4 SE,랜드로버,레인지로버 이보크,레인지로버 이보크,2790,1999,2016,흰색,75672,자동,경유,SUV,0,4륜,0,0,외제차,9000,11.3,1017,1773,756,0,0,0,0,0,0,7983,6966,5949,4932,3915,2898,6561,5445,4500,3708,3060,2529,1422,1521,1449,1224,855,369
4802,4802,현대 더 뉴 i40 2.0 GDi PYL,현대,i40,더 뉴 i40,1620,1999,2016,청색,46062,자동,휘발유,중형차,0,전륜,0,0,국산차,2700,6.8,184,1436,1252,1068,884,700,516,332,148,2516,2332,2148,1964,1780,1596,1958,1658,1399,1180,994,840,558,674,749,784,786,756
4861,4861,시트로엥 DS7 크로스백 2.0 디젤 그랜드 시크,시트로엥,DS7,DS7 크로스백,3650,1997,2019,쥐색,45556,자동,경유,SUV,0,전륜,0,0,외제차,5800,12.4,719,2931,2212,1493,774,55,0,0,0,5081,4362,3643,2924,2205,1486,4228,3509,2900,2390,1972,1630,853,853,743,534,233,0
4902,4902,링컨 에비에이터 2세대 가솔린 4WD 3.0 리저브,링컨,에비에이터,올 뉴 에비에이터,7290,2956,2021,흰색,16529,자동,휘발유,SUV,0,4륜,1,0,외제차,10060,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
4951,4951,혼다 CR-V 2.4 4WD 3세대,혼다,CRV,CRV 3세대,1070,2354,2010,은색,87530,자동,휘발유,SUV,0,4륜,0,0,외제차,3700,5.5,204,866,662,458,254,50,0,0,0,3496,3292,3088,2884,2680,2476,2697,2239,1850,1524,1258,1040,799,1053,1238,1360,1422,1436
4978,4978,혼다 New CR-V 4WD EX-L 4세대,혼다,CRV,CRV 4세대,1480,2354,2013,흰색,104780,자동,휘발유,SUV,0,4륜,0,0,외제차,3900,5.5,215,1265,1050,835,620,405,190,0,0,3685,3470,3255,3040,2825,2610,2843,2360,1950,1607,1326,1096,842,1110,1305,1433,1499,1514
5000,5000,현대 코나 하이브리드 가솔린 1.6 하이브리드 프리미엄 스폐셜,현대,코나,코나 하이브리드,2520,1580,2020,흰색,13041,자동,하이브리드,SUV,0,전륜,1,0,국산차,2700,9,243,2277,2034,1791,1548,1305,1062,819,576,2457,2214,1971,1728,1485,1242,1958,1658,1399,1180,994,840,499,556,572,548,491,402
5111,5111,아우디 Q8 디젤 4WD 50 TDI 콰트로 프리미엄,아우디,Q8,Q8,9290,2967,2020,흰색,18614,자동,경유,SUV,0,4륜,0,0,외제차,10000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
5173,5173,기아 K7 하이브리드 700h 프레스티지,기아,K7,K7 하이브리드 (13~16년),1530,2359,2014,기타색,106600,자동,하이브리드,대형차,0,전륜,0,0,국산차,3700,10.8,400,1130,730,330,0,0,0,0,0,3300,2900,2500,2100,1700,1300,2683,2272,1917,1617,1362,1151,617,628,583,483,338,149
5229,5229,BMW i3 (I01) 룩스,BMW,i3,i3 (14년~현재),1870,0,2015,검정색,30122,자동,전기,소형차,0,후륜,0,0,외제차,6200,10.7,663,1207,544,0,0,0,0,0,0,5537,4874,4211,3548,2885,2222,4520,3751,3100,2554,2108,1742,1017,1123,1111,994,777,480
5334,5334,쉐보레(GM대우) 더 뉴 아베오 세단 1.4 터보 LT,쉐보레,아베오,더 뉴 아베오,860,1362,2017,흰색,62451,자동,휘발유,소형차,0,전륜,1,0,국산차,1800,8.3,149,711,562,413,264,115,0,0,0,1651,1502,1353,1204,1055,906,1305,1105,932,787,662,560,346,397,421,417,393,346
5387,5387,르노코리아(삼성) SM7 New Art RE,르노삼성,SM7,SM7 뉴 아트,570,2349,2009,진주색,89931,자동,휘발유,대형차,0,전륜,0,0,국산차,3200,10,320,250,0,0,0,0,0,0,0,2880,2560,2240,1920,1600,1280,2320,1965,1658,1398,1178,995,560,595,582,522,422,285
5406,5406,폭스바겐 뉴 투아렉 V6 3.0 TDI 블루모션 7P5,폭스바겐,투아렉,투아렉 2세대,2360,2967,2013,검정색,102801,자동,경유,SUV,0,4륜,0,0,외제차,8500,8.7,740,1620,880,140,0,0,0,0,0,7760,7020,6280,5540,4800,4060,6197,5143,4250,3502,2890,2389,1563,1877,2030,2038,1910,1671
5431,5431,BMW M5 (F10) M5 세단,BMW,M5,M5 5세대 (12~17년),5190,4395,2016,은색,53683,자동,휘발유,스포츠카,0,후륜,0,0,외제차,14280,15.1,2156,3034,878,0,0,0,0,0,0,12124,9968,7812,5656,3500,1344,10410,8639,7140,5883,4855,4013,1714,1329,672,0,0,0
5565,5565,인피니티 Q70 3.7 AWD,인피니티,Q70,Q70,1860,3696,2017,흰색,99550,자동,휘발유,대형차,0,4륜,0,0,외제차,6000,10.6,636,1224,588,0,0,0,0,0,0,5364,4728,4092,3456,2820,2184,4374,3630,3000,2472,2040,1686,990,1098,1092,984,780,498
5617,5617,아우디 S7 4.0 TFSI 콰트로 4G,아우디,S7,S7,3650,3993,2015,청색,89446,자동,휘발유,대형차,0,4륜,0,0,외제차,12000,9.9,1188,2462,1274,86,0,0,0,0,0,10812,9624,8436,7248,6060,4872,8748,7260,6000,4944,4080,3372,2064,2364,2436,2304,1980,1500
5629,5629,링컨 뉴 MKZ 2.0 2세대,링컨,MKZ,MKZ 2세대,1290,1999,2013,검정색,102894,자동,휘발유,대형차,0,전륜,0,0,외제차,5600,10,560,730,170,0,0,0,0,0,0,5040,4480,3920,3360,2800,2240,4082,3388,2800,2307,1904,1574,958,1092,1120,1053,896,666
5633,5633,아우디 A7 (4K) 가솔린 4WD 55 TFSI 콰트로 프리미엄,아우디,A7,A7 2세대,7920,2995,2020,흰색,13913,자동,휘발유,대형차,0,4륜,0,0,외제차,16000,9.3,1488,6432,4944,3456,1968,480,0,0,0,14512,13024,11536,10048,8560,7072,11664,9680,8000,6592,5440,4496,2848,3344,3536,3456,3120,2576
5804,5804,폭스바겐 폴로 1.4 TDI R-Line 5세대,폭스바겐,폴로,폴로 5세대,1120,1422,2016,흰색,92530,자동,경유,준중형차,0,전륜,0,0,외제차,2650,9.6,254,866,612,358,104,0,0,0,0,2396,2142,1888,1634,1380,1126,1932,1603,1325,1092,901,745,464,539,563,542,479,381
5900,5900,푸조 308 2세대 1.5 BlueHDi GT Pack,푸조,308,308,2400,1499,2021,검정색,16157,자동,경유,준중형차,0,전륜,0,0,외제차,4750,10.6,504,1896,1392,888,384,0,0,0,0,4246,3742,3238,2734,2230,1726,3463,2874,2375,1957,1615,1335,783,868,863,777,615,391
6061,6061,푸조 3008 1.6 e-HDi 1세대,푸조,3008,3008 1세대,890,1560,2013,흰색,84716,자동,경유,SUV,0,전륜,0,0,외제차,4058,8.6,349,541,192,0,0,0,0,0,0,3709,3360,3011,2662,2313,1964,2958,2455,2029,1672,1380,1140,751,905,982,990,933,824
